object_type,object_x,object_y,hand_x,hand_y,move_dx,move_dy,gripper_width
cup,0.3097607493400574,-0.0511932373046875,-0.3953458070755005,-0.1639859676361084,0.31729793548583984,0.050756726413965225,0.05999999865889549
cup,-0.5784655213356018,0.043102800846099854,0.1420525312423706,-0.457143634557724,-0.32423311471939087,0.22511087357997894,0.05999999865889549
bottle,-0.23100244998931885,0.0066748857498168945,-0.4254859685897827,-0.2694135904312134,0.08751758188009262,0.12423980981111526,0.03500000014901161
cup,-0.2809353768825531,-0.0625409483909607,-0.20900344848632812,-0.2540881037712097,-0.03236936777830124,0.08619621396064758,0.05999999865889549
bottle,0.33897632360458374,0.5924867391586304,0.4716196060180664,-0.3102240264415741,-0.0596894770860672,0.40621984004974365,0.03500000014901161
bottle,0.4932889938354492,-0.32634830474853516,-0.1207793653011322,0.46627938747406006,0.27633076906204224,-0.3566824495792389,0.03500000014901161
box,0.3907061815261841,0.39030081033706665,-0.2132147252559662,-0.1788012683391571,0.2717644274234772,0.25609591603279114,0.09000000357627869
cup,0.2408478856086731,0.5690162181854248,-0.5071579813957214,-0.2959400713443756,0.3366026282310486,0.38923031091690063,0.05999999865889549
box,0.04774308204650879,-0.07211637496948242,0.0650397539138794,0.34479862451553345,-0.0077835023403167725,-0.18761174380779266,0.09000000357627869
bottle,-0.3393256962299347,-0.1335638463497162,0.14140760898590088,-0.031826794147491455,-0.21632997691631317,-0.04578167200088501,0.03500000014901161
bottle,0.21321314573287964,-0.423631489276886,0.39748573303222656,-0.10446345806121826,-0.08292265981435776,-0.14362561702728271,0.03500000014901161
box,0.12394177913665771,-0.16207894682884216,-0.3174789249897003,0.039215683937072754,0.19863931834697723,-0.09058257937431335,0.09000000357627869
cup,-0.48092296719551086,-0.0733644962310791,-0.48136305809020996,0.30381691455841064,0.00019804089970421046,-0.16973163187503815,0.05999999865889549
bottle,-0.2308276891708374,0.5355821847915649,-0.5945767164230347,-0.30091768503189087,0.163687065243721,0.3764249384403229,0.03500000014901161
cup,-0.2876352369785309,0.5860134363174438,0.3841637969017029,0.08528590202331543,-0.3023095726966858,0.22532738745212555,0.05999999865889549
bottle,0.34525734186172485,0.5876611471176147,-0.32962319254875183,-0.0003669261932373047,0.3036962151527405,0.26461261510849,0.03500000014901161
cup,-0.0023352503776550293,-0.019638776779174805,0.3078365921974182,0.2537868618965149,-0.13957732915878296,-0.123041532933712,0.05999999865889549
box,-0.5100747346878052,0.23223179578781128,-0.4300692677497864,-0.36609193682670593,-0.03600246086716652,0.2692456543445587,0.09000000357627869
bottle,0.38830190896987915,-0.05545550584793091,0.1119261384010315,-0.08608019351959229,0.12436909228563309,0.013781108893454075,0.03500000014901161
cup,-0.019106745719909668,-0.04226791858673096,-0.5300701856613159,0.3507598638534546,0.22993354499340057,-0.17686249315738678,0.05999999865889549
box,0.31213170289993286,-0.3473012447357178,0.12964946031570435,0.27358531951904297,0.0821170061826706,-0.27939894795417786,0.09000000357627869
box,-0.022682130336761475,0.11262786388397217,0.11444604396820068,-0.17887279391288757,-0.06170767545700073,0.13117529451847076,0.09000000357627869
box,0.2516666054725647,0.5201629400253296,0.24794989824295044,-0.1491917073726654,0.0016725182067602873,0.30120959877967834,0.09000000357627869
cup,-0.5167518258094788,0.11979818344116211,0.49398672580718994,0.22215837240219116,-0.45483237504959106,-0.046062082052230835,0.05999999865889549
bottle,0.12893211841583252,-0.2526751756668091,-0.011976480484008789,-0.5811008810997009,0.06340886652469635,0.1477915644645691,0.03500000014901161
cup,-0.11159485578536987,-0.13832125067710876,0.43522143363952637,0.5999318361282349,-0.2460673302412033,-0.3322139084339142,0.05999999865889549
box,-0.4731858968734741,-0.48313266038894653,-0.07515615224838257,-0.5592256784439087,-0.17911337316036224,0.03424185886979103,0.09000000357627869
box,-0.03377765417098999,0.3922838568687439,0.4074137210845947,0.3391309380531311,-0.19853611290454865,0.023918813094496727,0.09000000357627869
bottle,0.5912046432495117,0.08422183990478516,0.39481115341186523,0.08437305688858032,0.08837706595659256,-6.804764416301623e-05,0.03500000014901161
box,-0.4112076163291931,-0.1894819140434265,0.4488898515701294,0.18559867143630981,-0.38704386353492737,-0.16878625750541687,0.09000000357627869
box,0.11666816473007202,0.14139068126678467,-0.06026238203048706,0.4482029676437378,0.07961874455213547,-0.13806553184986115,0.09000000357627869
box,0.09334760904312134,-0.23321259021759033,0.5720716714859009,0.060392558574676514,-0.21542581915855408,-0.13212230801582336,0.09000000357627869
bottle,0.13387584686279297,0.520439624786377,0.48856544494628906,0.3630967140197754,-0.159610316157341,0.07080430537462234,0.03500000014901161
bottle,-0.4148213267326355,-0.17024680972099304,0.13369214534759521,0.44073617458343506,-0.24683105945587158,-0.2749423384666443,0.03500000014901161
bottle,-0.35938748717308044,-0.24718523025512695,0.26419299840927124,-0.13291427493095398,-0.28061118721961975,-0.05142192915081978,0.03500000014901161
cup,0.5422811508178711,0.2700626254081726,-0.3462204933166504,0.09654730558395386,0.39982572197914124,0.0780818909406662,0.05999999865889549
cup,-0.03568458557128906,-0.020171701908111572,-0.43821990489959717,-0.3722190856933594,0.18114088475704193,0.1584213227033615,0.05999999865889549
bottle,0.48761653900146484,0.19118016958236694,-0.5310667753219604,0.16068893671035767,0.4584074914455414,0.013721054419875145,0.03500000014901161
box,-0.06539255380630493,0.17956215143203735,0.5102548599243164,-0.5795838236808777,-0.25904133915901184,0.3416156768798828,0.09000000357627869
cup,-0.08689391613006592,0.048190295696258545,0.05651736259460449,0.39126497507095337,-0.06453507393598557,-0.1543835997581482,0.05999999865889549
bottle,-0.3865935206413269,-0.24301686882972717,0.20563417673110962,-0.08310168981552124,-0.2665024697780609,-0.07196182757616043,0.03500000014901161
cup,-0.46786653995513916,0.3479679822921753,-0.35780268907546997,-0.32081782817840576,-0.049528732895851135,0.30095359683036804,0.05999999865889549
box,-0.2743503749370575,0.06297832727432251,0.20027124881744385,0.30765384435653687,-0.21357972919940948,-0.11010397970676422,0.09000000357627869
box,-0.32239675521850586,0.055777013301849365,0.08949875831604004,0.17768675088882446,-0.18535298109054565,-0.054859381169080734,0.09000000357627869
box,-0.29090797901153564,0.2611727714538574,0.25347721576690674,-0.45132118463516235,-0.2449733316898346,0.3206222653388977,0.09000000357627869
cup,0.5502315759658813,-0.36043471097946167,0.2614942789077759,0.1667669415473938,0.12993177771568298,-0.237240731716156,0.05999999865889549
box,-0.50950688123703,0.05061978101730347,0.4019581079483032,-0.416812002658844,-0.41015923023223877,0.21034429967403412,0.09000000357627869
bottle,0.4829392433166504,0.5831109285354614,-0.553034782409668,0.5628125667572021,0.46618831157684326,0.009134262800216675,0.03500000014901161
cup,-0.36847031116485596,0.5212159156799316,0.3047897219657898,0.20114284753799438,-0.30296701192855835,0.14403288066387177,0.05999999865889549
box,-0.10484498739242554,-0.29529526829719543,0.4182240962982178,0.5976697206497192,-0.235381081700325,-0.4018342196941376,0.09000000357627869
cup,0.01662290096282959,-0.17071524262428284,-0.14319413900375366,0.431393027305603,0.07191766798496246,-0.27094870805740356,0.05999999865889549
cup,0.030265092849731445,-0.056914687156677246,-0.25685828924179077,-0.125367671251297,0.12920552492141724,0.030803842470049858,0.05999999865889549
box,-0.4589330554008484,-0.39112603664398193,0.44278836250305176,-0.5079016089439392,-0.40577462315559387,0.052549004554748535,0.09000000357627869
cup,0.1569395661354065,-0.06471389532089233,0.29943376779556274,0.4890660047531128,-0.06412238627672195,-0.2492009550333023,0.05999999865889549
cup,-0.02141284942626953,0.09385204315185547,-0.02782338857650757,0.4662073850631714,0.002884742571040988,-0.1675599068403244,0.05999999865889549
box,0.15028971433639526,-0.30764123797416687,-0.14500781893730164,-0.02907562255859375,0.13288389146327972,-0.12535452842712402,0.09000000357627869
cup,-0.1884160339832306,-0.4492233395576477,-0.2264883816242218,-0.2685028612613678,0.017132556065917015,-0.08132421225309372,0.05999999865889549
cup,-0.052892446517944336,-0.06837260723114014,0.454817533493042,-0.016322553157806396,-0.22846949100494385,-0.023422524333000183,0.05999999865889549
bottle,0.37063658237457275,0.16318470239639282,0.5058153867721558,0.5810962915420532,-0.060830458998680115,-0.1880602091550827,0.03500000014901161
cup,-0.23488542437553406,0.372300922870636,-0.04901009798049927,-0.432319700717926,-0.08364389836788177,0.3620792627334595,0.05999999865889549
bottle,-0.1750091314315796,-0.08314681053161621,-0.5169138312339783,-0.05024927854537964,0.15385711193084717,-0.014803889207541943,0.03500000014901161
bottle,-0.37861013412475586,0.35396474599838257,0.2746591567993164,-0.5959947109222412,-0.2939711809158325,0.4274817407131195,0.03500000014901161
box,-0.11743864417076111,0.340961217880249,0.29342442750930786,0.24194669723510742,-0.18488837778568268,0.04455653205513954,0.09000000357627869
cup,-0.5391989350318909,0.5427911281585693,-0.07145869731903076,0.09985506534576416,-0.2104831039905548,0.1993212252855301,0.05999999865889549
cup,0.5254448652267456,-0.46021735668182373,-0.061190783977508545,0.5194627046585083,0.2639860212802887,-0.440856009721756,0.05999999865889549
cup,0.5887296199798584,0.307359516620636,0.3467927575111389,0.5322209596633911,0.10887158662080765,-0.10118764638900757,0.05999999865889549
box,0.09727376699447632,0.33918386697769165,-0.5571550130844116,-0.08361244201660156,0.2944929301738739,0.19025833904743195,0.09000000357627869
cup,-0.19695088267326355,0.397938072681427,0.1293041706085205,-0.3925057649612427,-0.14681476354599,0.35569971799850464,0.05999999865889549
bottle,-0.5309296250343323,-0.5697479844093323,0.28114020824432373,-0.02210170030593872,-0.36543142795562744,-0.2464408278465271,0.03500000014901161
cup,0.5300488471984863,-0.46684449911117554,-0.21612903475761414,0.20902621746063232,0.3357800543308258,-0.3041418194770813,0.05999999865889549
cup,-0.4590546488761902,0.12486541271209717,0.21617156267166138,0.4011317491531372,-0.30385178327560425,-0.12431985139846802,0.05999999865889549
box,0.013729214668273926,0.26400989294052124,-0.16889870166778564,0.2760202884674072,0.08218256384134293,-0.0054046777077019215,0.09000000357627869
bottle,-0.15963515639305115,0.4542267322540283,-0.13205423951148987,0.009847640991210938,-0.012411411851644516,0.19997058808803558,0.03500000014901161
box,0.15079045295715332,0.04180055856704712,0.45980143547058105,-0.27961328625679016,-0.13905493915081024,0.14463622868061066,0.09000000357627869
bottle,-0.3034251630306244,0.563488245010376,-0.25093889236450195,0.4693262577056885,-0.023618821054697037,0.042372893542051315,0.03500000014901161
bottle,-0.15727266669273376,0.011432290077209473,-0.4749138057231903,-0.4968753755092621,0.1429385095834732,0.2287384569644928,0.03500000014901161
cup,-0.32707729935646057,-0.10109898447990417,0.1004289984703064,-0.29193708300590515,-0.19237783551216125,0.08587714284658432,0.05999999865889549
box,0.4391782283782959,0.5022183656692505,0.31043457984924316,-0.21964281797409058,0.05793464183807373,0.3248375356197357,0.09000000357627869
box,-0.42328566312789917,-0.016378700733184814,0.4758211374282837,-0.16591623425483704,-0.40459805727005005,0.06729188561439514,0.09000000357627869
cup,-0.21446013450622559,-0.28982579708099365,-0.4369717836380005,-0.07913637161254883,0.10013023763895035,-0.09481023997068405,0.05999999865889549
box,-0.06992584466934204,0.001143813133239746,0.438018798828125,0.5070135593414307,-0.22857508063316345,-0.22764137387275696,0.09000000357627869
cup,-0.1691201627254486,-0.04255640506744385,-0.3412492275238037,0.5284122228622437,0.07745807617902756,-0.25693586468696594,0.05999999865889549
box,-0.5125406980514526,0.0913546085357666,0.21539270877838135,-0.3932793140411377,-0.32757002115249634,0.21808525919914246,0.09000000357627869
box,0.15529972314834595,0.4819369316101074,-0.2613741159439087,-0.36053332686424255,0.18750321865081787,0.3791116178035736,0.09000000357627869
bottle,0.5564455986022949,-0.5792017579078674,-0.19149693846702576,0.4313114881515503,0.33657413721084595,-0.4547309875488281,0.03500000014901161
box,0.14502376317977905,-0.2998739182949066,-0.017737388610839844,0.5294735431671143,0.07324251532554626,-0.37320634722709656,0.09000000357627869
box,0.23749381303787231,-0.04143267869949341,-0.3777095675468445,0.043153226375579834,0.27684152126312256,-0.0380636565387249,0.09000000357627869
bottle,-0.3414348363876343,0.531976580619812,-0.4228992462158203,-0.4435310363769531,0.036658983677625656,0.4389784038066864,0.03500000014901161
bottle,0.029223978519439697,0.47643721103668213,-0.18239158391952515,-0.13618862628936768,0.09522700309753418,0.27568161487579346,0.03500000014901161
bottle,-0.03671717643737793,-0.5722107887268066,-0.473426878452301,0.23615723848342896,0.19651935994625092,-0.3637655973434448,0.03500000014901161
bottle,0.3664383888244629,-0.2384129762649536,-0.383677214384079,-0.510445773601532,0.337552011013031,0.12241475284099579,0.03500000014901161
box,-0.09642642736434937,0.4155939817428589,0.29223161935806274,-0.25790613889694214,-0.17489612102508545,0.30307504534721375,0.09000000357627869
bottle,-0.23776304721832275,-0.44751256704330444,-0.05256223678588867,0.4413648843765259,-0.0833403617143631,-0.3999948501586914,0.03500000014901161
box,-0.26870808005332947,0.06080716848373413,-0.056130051612854004,0.5574300289154053,-0.09566011279821396,-0.22348028421401978,0.09000000357627869
bottle,-0.580078125,0.16591238975524902,-0.5192689895629883,-0.1514205038547516,-0.027364110574126244,0.14279979467391968,0.03500000014901161
cup,0.14404457807540894,-0.5791385769844055,-0.5158605575561523,-0.5530558824539185,0.2969573140144348,-0.011737212538719177,0.05999999865889549
cup,0.3005253076553345,0.20592951774597168,-0.342018723487854,-0.24695050716400146,0.2891448140144348,0.20379599928855896,0.05999999865889549
cup,-0.06648916006088257,0.524097204208374,-0.5166404247283936,-0.20847246050834656,0.20256806910037994,0.32965636253356934,0.05999999865889549
cup,0.15605634450912476,0.17552965879440308,-0.2921123206615448,0.4085569381713867,0.2016758918762207,-0.1048622727394104,0.05999999865889549
bottle,0.5348093509674072,0.22996670007705688,-0.5340630412101746,-0.45680898427963257,0.4809925854206085,0.3090490400791168,0.03500000014901161
box,-0.14707288146018982,0.23196673393249512,0.25235074758529663,0.06432682275772095,-0.17974062263965607,0.07543795555830002,0.09000000357627869
cup,0.022210001945495605,-0.24920403957366943,-0.5542192459106445,-0.12349864840507507,0.2593931555747986,-0.05656742304563522,0.05999999865889549
box,0.027376651763916016,-0.5470840334892273,-0.30702996253967285,0.054163575172424316,0.15048296749591827,-0.27056142687797546,0.09000000357627869
bottle,-0.11864247918128967,0.3748932480812073,-0.2996850907802582,-0.12910231947898865,0.08146917074918747,0.22679798305034637,0.03500000014901161
cup,0.5280430316925049,0.2931792140007019,0.33236163854599,-0.23525148630142212,0.08805662393569946,0.23779380321502686,0.05999999865889549
box,-0.4807434380054474,-0.035611629486083984,-0.08473771810531616,-0.3470098376274109,-0.1782025694847107,0.1401291936635971,0.09000000357627869
bottle,0.574691891670227,0.15495246648788452,0.21547573804855347,0.2688499093055725,0.1616472601890564,-0.051253847777843475,0.03500000014901161
cup,0.30110037326812744,-0.28391212224960327,-0.18126389384269714,0.07657361030578613,0.21706391870975494,-0.16221857070922852,0.05999999865889549
cup,-0.26602858304977417,-0.4126116633415222,0.5279382467269897,0.3219168186187744,-0.3572850525379181,-0.3305377960205078,0.05999999865889549
bottle,0.11285614967346191,0.3714143633842468,-0.437724232673645,0.05482959747314453,0.24776116013526917,0.14246314764022827,0.03500000014901161
bottle,0.2913264036178589,-0.30861368775367737,0.32950645685195923,0.19725078344345093,-0.017181023955345154,-0.22763901948928833,0.03500000014901161
bottle,0.36645811796188354,-0.54066002368927,0.3040446639060974,-0.2581441104412079,0.02808605320751667,-0.12713216245174408,0.03500000014901161
bottle,-0.005730569362640381,-0.2253006398677826,-0.12078595161437988,-0.5600576400756836,0.05177491903305054,0.15064065158367157,0.03500000014901161
cup,0.47987639904022217,0.01867496967315674,-0.028447091579437256,-0.2913300395011902,0.22874556481838226,0.13950225710868835,0.05999999865889549
box,0.06097167730331421,0.18623477220535278,0.3909550905227661,0.06791353225708008,-0.14849252998828888,0.05324455723166466,0.09000000357627869
box,0.1416066288948059,0.04931068420410156,-0.3459543287754059,-0.4985160231590271,0.21940243244171143,0.24652200937271118,0.09000000357627869
bottle,0.24764442443847656,-0.0535966157913208,0.1620524525642395,-0.24162447452545166,0.03851638734340668,0.08461253345012665,0.03500000014901161
box,-0.47793740034103394,-0.3599812388420105,0.06979793310165405,0.028057992458343506,-0.24648089706897736,-0.17461764812469482,0.09000000357627869
box,0.2438715100288391,-0.49665436148643494,-0.5360273122787476,-0.5645349025726318,0.35095447301864624,0.030546242371201515,0.09000000357627869
box,-0.354266881942749,0.10104453563690186,-0.13786563277244568,-0.5653842687606812,-0.09738055616617203,0.29989296197891235,0.09000000357627869
box,-0.07594954967498779,-0.11187779903411865,-0.16198953986167908,-0.13955697417259216,0.03871799632906914,0.012455628253519535,0.09000000357627869
cup,0.424222469329834,-0.032389700412750244,0.39711183309555054,0.5223602056503296,0.012199785560369492,-0.2496374547481537,0.05999999865889549
box,0.36178284883499146,0.2656671404838562,0.4893733263015747,-0.4309937357902527,-0.057415712624788284,0.313497394323349,0.09000000357627869
cup,-0.11115661263465881,-0.5855421423912048,-0.10839343070983887,-0.0462985634803772,-0.001243431819602847,-0.24265959858894348,0.05999999865889549
bottle,-0.27043578028678894,0.22610080242156982,-0.33023643493652344,-0.5876690149307251,0.026910293847322464,0.3661963939666748,0.03500000014901161
cup,-0.07956081628799438,-0.40922391414642334,-0.3599410951137543,-0.4379957318305969,0.12617112696170807,0.012947317212820053,0.05999999865889549
box,-0.15747591853141785,0.5375874042510986,-0.5950011610984802,0.5449336767196655,0.1968863606452942,-0.0033058226108551025,0.09000000357627869
cup,-0.4890012741088867,0.0522615909576416,0.5363602638244629,0.30242305994033813,-0.4614126682281494,-0.11257265508174896,0.05999999865889549
cup,0.1368435025215149,-0.23840361833572388,-0.2846182882785797,-0.5483818054199219,0.1896578073501587,0.13949018716812134,0.05999999865889549
cup,-0.38831520080566406,0.3955240845680237,0.08525598049163818,-0.31362441182136536,-0.21310701966285706,0.31911683082580566,0.05999999865889549
cup,-0.5862504243850708,-0.3699645400047302,0.05493134260177612,-0.5959653258323669,-0.2885317802429199,0.10170035064220428,0.05999999865889549
box,-0.02506101131439209,0.3163306713104248,0.48925745487213135,-0.35187989473342896,-0.23144330084323883,0.3006947338581085,0.09000000357627869
cup,0.21025002002716064,-0.333814799785614,-0.3015858829021454,-0.005645573139190674,0.23032616078853607,-0.14767615497112274,0.05999999865889549
bottle,-0.2298595905303955,-0.026385128498077393,-0.533448338508606,-0.4417695701122284,0.13661493360996246,0.18692299723625183,0.03500000014901161
bottle,-0.3221684396266937,0.4217034578323364,-0.014616131782531738,0.08809125423431396,-0.13839852809906006,0.15012548863887787,0.03500000014901161
box,0.0668138861656189,-0.23628532886505127,0.37025028467178345,-0.4592627286911011,-0.13654637336730957,0.10033982992172241,0.09000000357627869
box,0.48593437671661377,-0.10326942801475525,-0.5557065010070801,0.4974863529205322,0.4687383770942688,-0.27034011483192444,0.09000000357627869
cup,-0.5217245817184448,-0.06693392992019653,-0.05304843187332153,0.19387954473495483,-0.21090425550937653,-0.11736606061458588,0.05999999865889549
bottle,0.3083077669143677,-0.19810932874679565,0.17505604028701782,-0.509548544883728,0.059963274747133255,0.1401476413011551,0.03500000014901161
box,0.3285529613494873,-0.1862768530845642,0.10247254371643066,0.23950570821762085,0.10173618793487549,-0.19160214066505432,0.09000000357627869
box,-0.1771101951599121,0.38872259855270386,-0.5201932191848755,-0.12984895706176758,0.15438735485076904,0.23335719108581543,0.09000000357627869
box,-0.0037636756896972656,0.4166393280029297,-0.33223530650138855,-0.1908683478832245,0.14781223237514496,0.27337846159935,0.09000000357627869
box,0.38967978954315186,0.2977822422981262,0.41363441944122314,-0.5861446857452393,-0.010779582895338535,0.3977670967578888,0.09000000357627869
cup,-0.562450110912323,-0.4509967267513275,-0.5984750986099243,0.3501574397087097,0.016211243346333504,-0.3605193495750427,0.05999999865889549
cup,-0.4616771936416626,0.32108253240585327,0.5565907955169678,0.3036732077598572,-0.45822057127952576,0.007834196090698242,0.05999999865889549
cup,0.006864964962005615,0.30561506748199463,0.45617032051086426,-0.50410395860672,-0.2021874040365219,0.3643735647201538,0.05999999865889549
cup,-0.12352460622787476,0.16144251823425293,-0.5027590990066528,0.5842074155807495,0.1706555187702179,-0.19024419784545898,0.05999999865889549
cup,0.26673418283462524,-0.35064542293548584,0.054502904415130615,0.21879559755325317,0.09550407528877258,-0.25624844431877136,0.05999999865889549
box,0.08051931858062744,-0.2910161018371582,0.3035740256309509,-0.16207116842269897,-0.10037461668252945,-0.05802521854639053,0.09000000357627869
bottle,-0.10382774472236633,0.18316650390625,-0.0885767936706543,-0.5374153852462769,-0.006862927693873644,0.3242618441581726,0.03500000014901161
cup,0.11452752351760864,-0.1965784728527069,0.052855730056762695,-0.4566501975059509,0.027752306312322617,0.11703227460384369,0.05999999865889549
cup,-0.026405692100524902,0.5093704462051392,0.2656264901161194,-0.42011332511901855,-0.1314144730567932,0.41826769709587097,0.05999999865889549
cup,-0.4925377070903778,0.5497622489929199,-0.19380369782447815,-0.2005768120288849,-0.13443030416965485,0.3376525640487671,0.05999999865889549
bottle,-0.5815839767456055,0.16263073682785034,0.5388232469558716,0.2836782932281494,-0.5041832327842712,-0.05447139963507652,0.03500000014901161
box,-0.03693944215774536,-0.12848332524299622,0.06307351589202881,0.4003223180770874,-0.04500582814216614,-0.2379625141620636,0.09000000357627869
bottle,-0.48052793741226196,0.4866980314254761,-0.4547330141067505,0.5358035564422607,-0.011607714928686619,-0.02209748513996601,0.03500000014901161
bottle,-0.3588554263114929,-0.03104168176651001,0.2886010408401489,-0.3735283613204956,-0.2913554012775421,0.15411899983882904,0.03500000014901161
cup,0.3051895499229431,-0.5976367592811584,0.5088536739349365,0.5019187927246094,-0.09164885431528091,-0.49479997158050537,0.05999999865889549
bottle,-0.46569353342056274,0.12606608867645264,0.2432844638824463,-0.22695860266685486,-0.31904008984565735,0.15886110067367554,0.03500000014901161
